criticality,urgency,safety_risk,asset_importance,overdue,duration_hours,days_until_due,department,asset_type,task_type,corridor_id,high_delay_risk
2,5,5,5,False,5.28,2,Traction Distribution,Bridge,Testing,BPL-NGP,1
1,3,5,5,False,4.13,0,Traction Distribution,Signal,Testing,MAS-BLR,1
5,3,1,5,False,0.7,16,Traction Distribution,Bridge,Inspection,BPL-NGP,1
4,1,1,1,False,5.84,-8,S&T,Point Machine,Repair,MUM-PUN,0
1,4,2,4,False,1.27,36,Engineering,Point Machine,Testing,MUM-PUN,0
3,2,5,5,True,1.78,15,Engineering,Point Machine,Inspection,BPL-NGP,1
3,1,3,5,False,5.86,13,Traction Distribution,Point Machine,Inspection,DEL-AGR,1
3,5,5,2,False,4.74,26,Engineering,Point Machine,Replacement,BPL-NGP,1
5,1,4,5,False,5.65,-8,S&T,Point Machine,Testing,DEL-AGR,0
1,1,3,3,True,4.94,14,Traction Distribution,Signal,Repair,MUM-PUN,1
2,1,2,3,False,4.08,58,S&T,OHE,Overhaul,HWH-KOL,0
1,3,2,3,True,2.07,33,Traction Distribution,OHE,Overhaul,DEL-AGR,1
2,1,1,4,False,2.3,29,S&T,Bridge,Inspection,BPL-NGP,0
5,5,3,1,False,5.71,23,Traction Distribution,Point Machine,Repair,BPL-NGP,1
5,3,2,3,False,5.23,21,Engineering,Bridge,Overhaul,DEL-AGR,0
1,2,2,5,True,2.48,56,S&T,Point Machine,Replacement,MAS-BLR,0
4,1,1,3,False,2.55,55,Engineering,OHE,Repair,BPL-NGP,0
2,3,4,2,False,2.14,16,Engineering,OHE,Repair,MAS-BLR,0
1,1,5,1,False,2.29,55,Traction Distribution,Point Machine,Replacement,BPL-NGP,0
2,5,3,3,False,5.23,-8,S&T,Bridge,Testing,BPL-NGP,0
1,2,3,4,False,0.56,9,S&T,Signal,Replacement,MUM-PUN,0
3,3,5,3,False,2.9,8,S&T,Signal,Testing,MUM-PUN,0
5,1,3,5,False,5.69,38,Engineering,Signal,Overhaul,MUM-PUN,1
3,1,4,4,False,3.48,31,Engineering,Track,Replacement,MUM-PUN,0
4,2,3,3,False,2.98,21,Traction Distribution,Point Machine,Overhaul,MUM-PUN,0
3,1,3,1,False,2.22,5,Engineering,Bridge,Replacement,BPL-NGP,0
1,4,3,3,False,0.91,24,S&T,Point Machine,Overhaul,HWH-KOL,1
1,5,4,1,True,1.73,6,Engineering,Track,Testing,HWH-KOL,0
2,5,4,4,False,1.0,23,Traction Distribution,Signal,Overhaul,BPL-NGP,0
2,2,3,1,False,1.2,11,Engineering,Bridge,Inspection,BPL-NGP,0
5,4,1,5,False,1.4,52,S&T,Track,Inspection,MAS-BLR,1
5,3,5,2,False,2.16,41,Traction Distribution,Point Machine,Testing,MUM-PUN,0
5,1,5,3,False,0.56,-1,S&T,OHE,Testing,MUM-PUN,0
4,1,1,1,False,5.73,56,S&T,Bridge,Replacement,DEL-AGR,0
3,3,2,2,False,1.18,35,S&T,OHE,Repair,DEL-AGR,0
4,3,5,5,False,2.61,12,S&T,OHE,Testing,BPL-NGP,1
3,1,2,2,False,5.34,25,Engineering,Point Machine,Replacement,MAS-BLR,0
4,5,5,3,False,1.09,0,S&T,Bridge,Repair,BPL-NGP,1
4,4,4,5,True,3.16,-11,S&T,OHE,Repair,MAS-BLR,1
4,3,5,4,False,5.15,17,Traction Distribution,Point Machine,Repair,BPL-NGP,1
4,5,1,1,False,3.56,44,S&T,Bridge,Repair,MAS-BLR,0
1,5,3,2,False,1.66,12,Traction Distribution,OHE,Repair,MUM-PUN,0
4,5,3,2,True,4.55,14,Engineering,Point Machine,Overhaul,MUM-PUN,1
2,2,5,2,False,4.25,60,S&T,Signal,Inspection,MAS-BLR,1
4,5,2,2,False,2.49,60,S&T,Signal,Repair,BPL-NGP,1
3,3,2,3,True,0.75,20,Traction Distribution,Track,Inspection,HWH-KOL,1
5,4,1,2,False,0.54,-11,S&T,Point Machine,Overhaul,MAS-BLR,1
2,5,4,2,False,5.04,36,Traction Distribution,Signal,Testing,BPL-NGP,1
5,1,5,3,False,2.27,39,Engineering,Bridge,Overhaul,MUM-PUN,0
5,3,1,2,True,1.26,54,Traction Distribution,Bridge,Repair,BPL-NGP,1
2,1,2,2,False,3.35,57,Traction Distribution,Bridge,Replacement,MUM-PUN,0
3,2,2,3,False,5.56,33,S&T,Signal,Inspection,HWH-KOL,0
3,3,5,5,False,0.55,-6,Engineering,Point Machine,Replacement,MAS-BLR,1
4,5,3,3,False,0.81,4,S&T,Point Machine,Repair,BPL-NGP,0
4,5,2,3,False,2.79,39,Traction Distribution,OHE,Replacement,DEL-AGR,1
5,2,2,5,False,4.22,31,S&T,OHE,Replacement,HWH-KOL,0
2,2,3,4,False,3.12,18,Engineering,OHE,Overhaul,BPL-NGP,0
3,3,2,2,False,5.44,16,S&T,Signal,Replacement,HWH-KOL,0
3,5,1,2,False,0.74,39,Traction Distribution,OHE,Testing,MUM-PUN,0
5,5,5,3,False,2.37,17,Engineering,Bridge,Inspection,BPL-NGP,1
2,2,3,3,False,2.43,-3,S&T,Signal,Testing,MAS-BLR,0
3,1,2,1,False,2.37,59,S&T,Track,Overhaul,DEL-AGR,0
1,4,4,1,False,3.18,12,Traction Distribution,Track,Overhaul,BPL-NGP,0
5,2,4,2,False,4.85,6,S&T,OHE,Testing,MAS-BLR,1
2,1,1,5,True,2.25,-9,S&T,Signal,Inspection,HWH-KOL,1
2,1,1,4,True,4.59,21,S&T,OHE,Repair,MUM-PUN,0
3,3,1,5,False,1.31,59,S&T,Bridge,Inspection,MUM-PUN,0
3,2,4,1,False,3.58,-3,S&T,Track,Overhaul,MUM-PUN,0
5,3,4,3,False,2.56,4,Engineering,Track,Repair,MUM-PUN,0
3,2,4,3,False,3.47,-1,Engineering,Signal,Repair,BPL-NGP,0
3,4,4,3,False,1.09,-7,Traction Distribution,OHE,Overhaul,DEL-AGR,1
1,4,3,3,False,5.74,31,S&T,Point Machine,Replacement,MUM-PUN,1
1,3,3,2,False,5.48,8,S&T,Track,Overhaul,MAS-BLR,0
2,1,4,1,True,5.05,42,S&T,Track,Testing,MAS-BLR,1
5,3,2,5,False,5.41,16,Traction Distribution,Track,Repair,MUM-PUN,1
5,4,5,5,True,1.31,33,Traction Distribution,Bridge,Testing,HWH-KOL,1
4,2,5,1,False,3.27,-8,S&T,Track,Replacement,HWH-KOL,1
4,2,5,3,False,2.25,10,Engineering,Point Machine,Repair,MUM-PUN,1
2,3,5,3,False,5.38,17,Traction Distribution,OHE,Testing,DEL-AGR,0
1,2,2,4,False,1.54,-10,Engineering,Track,Replacement,DEL-AGR,0
1,3,1,5,False,1.71,17,Engineering,OHE,Inspection,BPL-NGP,0
2,2,3,3,True,4.28,21,Engineering,Signal,Repair,DEL-AGR,0
2,2,4,4,True,0.99,16,S&T,OHE,Testing,BPL-NGP,1
1,4,4,5,False,4.53,23,S&T,Track,Replacement,DEL-AGR,0
2,3,2,5,False,1.97,45,Engineering,Point Machine,Replacement,DEL-AGR,0
1,3,2,2,False,4.14,43,Engineering,Point Machine,Overhaul,DEL-AGR,0
4,4,3,5,False,5.3,-13,Engineering,Track,Inspection,MUM-PUN,1
5,2,5,3,False,3.85,34,S&T,OHE,Inspection,MUM-PUN,1
4,1,1,1,False,1.67,53,Engineering,Point Machine,Replacement,MUM-PUN,0
3,5,2,4,False,0.77,51,S&T,Track,Testing,MUM-PUN,0
3,1,2,5,True,0.75,10,S&T,Point Machine,Inspection,MAS-BLR,0
2,3,5,2,False,0.99,44,Traction Distribution,OHE,Overhaul,HWH-KOL,0
1,2,3,3,False,3.69,46,Traction Distribution,Signal,Testing,MAS-BLR,0
3,2,1,2,False,2.42,13,S&T,OHE,Inspection,MUM-PUN,0
3,1,2,1,True,1.84,51,S&T,Point Machine,Inspection,HWH-KOL,0
1,5,1,5,False,1.71,33,Engineering,Point Machine,Testing,DEL-AGR,0
3,3,3,1,False,5.72,42,S&T,Point Machine,Inspection,MUM-PUN,1
2,2,5,3,False,1.15,42,S&T,Track,Overhaul,DEL-AGR,0
1,4,3,1,False,2.18,44,Engineering,Point Machine,Overhaul,DEL-AGR,0
4,1,5,4,False,3.09,57,Traction Distribution,Track,Repair,DEL-AGR,0
3,3,4,5,False,0.5,50,Engineering,Point Machine,Repair,DEL-AGR,0
4,3,5,4,False,5.57,17,Engineering,Signal,Replacement,MUM-PUN,1
4,3,2,4,True,1.05,28,Traction Distribution,Track,Replacement,BPL-NGP,0
5,1,5,5,False,4.25,34,Traction Distribution,Point Machine,Testing,DEL-AGR,1
5,5,2,5,False,3.96,50,S&T,OHE,Replacement,BPL-NGP,1
4,2,3,5,False,4.95,15,S&T,Point Machine,Testing,MUM-PUN,0
5,4,4,2,False,4.08,9,Traction Distribution,Signal,Repair,HWH-KOL,1
3,4,2,3,False,4.73,41,Engineering,Signal,Repair,MAS-BLR,0
5,2,2,5,True,2.82,57,S&T,Point Machine,Repair,HWH-KOL,0
4,1,1,2,False,3.19,54,Engineering,Signal,Overhaul,MUM-PUN,0
4,2,1,4,False,4.36,-3,S&T,Bridge,Inspection,MUM-PUN,1
5,5,3,1,False,3.63,54,Traction Distribution,Point Machine,Testing,DEL-AGR,0
3,5,5,5,False,3.31,45,S&T,Bridge,Overhaul,MAS-BLR,1
4,5,2,4,True,1.63,-3,Traction Distribution,Track,Testing,BPL-NGP,1
2,2,3,4,True,1.92,-14,S&T,OHE,Testing,MUM-PUN,1
5,4,5,5,False,2.47,1,Traction Distribution,OHE,Inspection,HWH-KOL,1
4,1,4,2,False,0.55,55,Engineering,Bridge,Overhaul,HWH-KOL,0
4,4,1,3,False,2.8,42,Engineering,OHE,Replacement,DEL-AGR,1
3,3,3,5,False,0.52,29,Engineering,Bridge,Overhaul,MAS-BLR,1
5,4,1,1,False,3.61,33,Traction Distribution,Signal,Testing,BPL-NGP,1
1,4,2,5,False,4.37,16,S&T,Bridge,Replacement,HWH-KOL,0
1,5,2,2,True,3.59,53,Engineering,OHE,Inspection,BPL-NGP,0
3,3,4,3,False,4.31,-3,Engineering,Bridge,Testing,DEL-AGR,0
4,2,1,3,False,0.5,9,S&T,Signal,Replacement,MAS-BLR,0
5,3,2,4,False,0.83,1,Engineering,Signal,Replacement,BPL-NGP,0
3,1,2,5,True,4.34,49,Traction Distribution,OHE,Replacement,MAS-BLR,1
4,1,2,2,True,4.92,26,Traction Distribution,OHE,Testing,MAS-BLR,0
3,3,4,1,True,4.45,37,Traction Distribution,Track,Replacement,HWH-KOL,1
5,5,2,3,False,4.15,54,Engineering,Point Machine,Repair,MUM-PUN,0
4,3,2,4,True,4.39,0,S&T,OHE,Overhaul,BPL-NGP,1
3,4,3,4,False,4.57,58,S&T,Track,Overhaul,HWH-KOL,1
5,1,4,4,True,4.48,-5,S&T,OHE,Inspection,HWH-KOL,1
1,3,1,2,True,4.56,42,S&T,Point Machine,Replacement,BPL-NGP,0
5,4,5,5,False,0.91,38,Engineering,Track,Overhaul,MAS-BLR,1
1,2,5,1,True,0.85,47,Engineering,Bridge,Testing,DEL-AGR,0
2,1,4,1,False,2.49,-3,S&T,Point Machine,Repair,HWH-KOL,0
5,1,3,1,False,3.4,57,Engineering,Signal,Replacement,BPL-NGP,1
4,5,4,5,False,4.69,45,Engineering,Point Machine,Testing,MUM-PUN,0
5,4,3,1,True,2.34,-6,S&T,Bridge,Replacement,MUM-PUN,1
4,2,2,4,False,2.01,27,Traction Distribution,Bridge,Replacement,DEL-AGR,0
4,2,2,5,False,4.8,47,S&T,Point Machine,Inspection,MUM-PUN,0
2,1,1,4,False,1.87,21,Engineering,Signal,Inspection,HWH-KOL,1
1,5,5,5,False,5.01,14,Traction Distribution,Track,Overhaul,MAS-BLR,1
1,1,2,1,False,1.47,6,Traction Distribution,Signal,Testing,HWH-KOL,0
2,4,2,3,False,2.48,24,Engineering,Bridge,Overhaul,MUM-PUN,0
1,2,5,3,False,2.71,59,Engineering,Signal,Overhaul,MAS-BLR,1
3,2,3,4,False,2.15,31,Traction Distribution,Signal,Overhaul,DEL-AGR,0
4,2,4,4,False,0.52,40,S&T,Bridge,Repair,DEL-AGR,0
5,5,2,3,False,1.8,44,Engineering,Signal,Replacement,HWH-KOL,1
3,1,2,2,False,2.36,44,Engineering,OHE,Repair,MAS-BLR,0
5,2,4,1,False,2.22,16,Engineering,Signal,Repair,MUM-PUN,0
5,2,3,3,False,4.82,43,S&T,Signal,Replacement,DEL-AGR,1
5,2,1,2,False,0.76,10,S&T,OHE,Overhaul,BPL-NGP,0
3,1,5,3,True,2.64,29,S&T,Point Machine,Testing,HWH-KOL,0
2,5,3,4,False,0.71,8,Engineering,Signal,Repair,BPL-NGP,0
5,2,4,3,False,5.62,56,S&T,Track,Repair,MUM-PUN,0
2,3,2,3,False,4.85,40,S&T,Point Machine,Inspection,DEL-AGR,0
3,2,3,1,False,5.9,29,Traction Distribution,OHE,Testing,MUM-PUN,0
1,5,4,4,False,5.51,19,Traction Distribution,Point Machine,Overhaul,HWH-KOL,0
4,2,5,3,False,2.24,25,Engineering,OHE,Repair,HWH-KOL,0
4,2,2,1,False,4.3,44,Engineering,Point Machine,Testing,MAS-BLR,0
1,2,4,2,True,2.19,6,S&T,Point Machine,Overhaul,MUM-PUN,0
2,2,5,4,False,5.39,48,S&T,Point Machine,Replacement,MUM-PUN,0
3,1,4,5,False,2.76,7,Traction Distribution,Point Machine,Repair,DEL-AGR,0
3,4,1,3,False,2.57,-4,S&T,OHE,Replacement,HWH-KOL,0
5,1,1,5,True,5.53,41,Engineering,Signal,Inspection,MAS-BLR,0
2,2,2,1,False,5.1,39,S&T,OHE,Inspection,MAS-BLR,0
5,2,1,2,False,5.82,11,Traction Distribution,Point Machine,Testing,MUM-PUN,0
3,2,4,5,False,0.87,34,Engineering,OHE,Repair,HWH-KOL,1
5,4,5,1,True,1.84,40,Traction Distribution,OHE,Inspection,BPL-NGP,1
2,3,3,4,False,2.15,45,Engineering,Signal,Testing,DEL-AGR,0
1,5,3,2,True,2.83,57,Traction Distribution,Track,Testing,BPL-NGP,0
1,2,4,2,False,3.1,50,S&T,OHE,Testing,DEL-AGR,1
2,5,3,3,False,2.1,18,S&T,Bridge,Inspection,DEL-AGR,0
5,1,3,2,False,4.85,3,Engineering,Point Machine,Testing,DEL-AGR,0
1,3,3,5,False,1.73,-7,Traction Distribution,Point Machine,Repair,MAS-BLR,0
2,4,2,5,False,4.33,29,S&T,Point Machine,Inspection,BPL-NGP,0
1,3,1,3,False,5.18,35,S&T,Bridge,Testing,BPL-NGP,0
5,5,3,3,True,3.82,37,S&T,Signal,Repair,BPL-NGP,0
4,2,5,1,False,2.45,-14,S&T,Point Machine,Overhaul,BPL-NGP,0
4,1,1,2,False,1.53,38,S&T,Track,Inspection,HWH-KOL,0
4,4,2,1,False,1.24,45,Traction Distribution,Signal,Inspection,MAS-BLR,1
4,1,2,5,False,4.59,40,Engineering,Track,Testing,DEL-AGR,1
4,4,5,2,False,3.08,25,Engineering,OHE,Replacement,HWH-KOL,1
1,4,3,2,False,0.75,-13,Traction Distribution,Track,Testing,BPL-NGP,0
5,5,3,5,False,5.91,22,Traction Distribution,Signal,Inspection,MAS-BLR,1
4,3,4,4,False,4.19,34,S&T,Track,Testing,MUM-PUN,0
4,5,2,4,True,5.14,28,S&T,Track,Testing,DEL-AGR,1
2,1,4,1,True,2.91,29,Engineering,OHE,Testing,BPL-NGP,0
5,3,1,3,True,5.75,24,Engineering,OHE,Inspection,DEL-AGR,0
2,1,1,3,False,1.6,27,Traction Distribution,OHE,Inspection,BPL-NGP,0
1,4,5,2,False,1.52,10,S&T,Signal,Replacement,BPL-NGP,0
5,4,4,4,False,5.4,31,Engineering,OHE,Inspection,BPL-NGP,1
2,5,1,5,True,5.4,7,Traction Distribution,Track,Inspection,MUM-PUN,1
1,4,3,2,False,3.24,22,S&T,OHE,Testing,DEL-AGR,0
4,2,1,2,True,1.19,17,S&T,Bridge,Overhaul,BPL-NGP,0
2,1,4,2,False,2.18,39,Traction Distribution,Track,Testing,MUM-PUN,0
5,5,4,5,False,4.65,53,Traction Distribution,Track,Testing,MUM-PUN,1
3,3,2,1,False,5.15,33,Engineering,Point Machine,Inspection,DEL-AGR,0
1,1,2,5,True,2.41,-4,S&T,OHE,Testing,MUM-PUN,1
5,5,2,4,False,0.84,36,Engineering,Signal,Inspection,MAS-BLR,1
3,5,2,3,False,4.16,10,Traction Distribution,Point Machine,Repair,MAS-BLR,0
2,3,2,3,False,4.57,-11,Traction Distribution,Signal,Repair,MUM-PUN,0
4,4,2,5,True,2.83,0,S&T,Point Machine,Repair,DEL-AGR,1
3,1,3,4,False,3.71,60,Engineering,OHE,Overhaul,DEL-AGR,1
1,1,5,2,False,5.93,18,Traction Distribution,Track,Inspection,DEL-AGR,0
4,2,4,1,False,1.85,1,S&T,Point Machine,Testing,DEL-AGR,1
3,4,2,4,False,3.65,-4,Engineering,Point Machine,Testing,BPL-NGP,1
4,1,5,1,False,3.86,34,S&T,Signal,Overhaul,BPL-NGP,1
5,1,2,1,False,3.52,43,S&T,Point Machine,Inspection,BPL-NGP,0
4,4,5,5,False,5.28,12,Engineering,Point Machine,Replacement,MUM-PUN,1
4,4,2,3,False,3.83,-7,Traction Distribution,Bridge,Overhaul,MAS-BLR,0
2,4,3,4,True,3.29,12,Traction Distribution,Bridge,Repair,DEL-AGR,0
2,4,2,2,False,1.18,35,Engineering,Signal,Repair,MUM-PUN,0
3,5,4,1,True,4.37,-6,Traction Distribution,Bridge,Replacement,MAS-BLR,0
5,4,2,1,False,1.23,6,S&T,Track,Testing,MAS-BLR,0
3,3,5,2,False,0.65,-14,Traction Distribution,Signal,Inspection,HWH-KOL,0
2,5,1,1,False,3.19,21,Traction Distribution,Point Machine,Replacement,BPL-NGP,0
4,2,3,3,False,3.65,-2,S&T,OHE,Repair,BPL-NGP,0
5,1,1,2,False,5.99,0,Traction Distribution,Signal,Replacement,MAS-BLR,0
5,4,5,3,False,4.42,-6,Traction Distribution,Track,Inspection,MUM-PUN,1
2,2,3,3,True,5.17,40,Traction Distribution,Point Machine,Testing,DEL-AGR,1
4,5,4,2,False,2.41,22,S&T,Bridge,Replacement,DEL-AGR,1
3,3,5,3,False,3.3,57,Traction Distribution,Point Machine,Testing,MUM-PUN,1
3,5,3,1,False,5.86,15,Traction Distribution,OHE,Inspection,MUM-PUN,0
2,1,1,2,False,2.8,2,Traction Distribution,Point Machine,Replacement,HWH-KOL,0
1,4,2,5,True,4.94,1,Engineering,Signal,Overhaul,DEL-AGR,0
2,3,2,5,True,3.39,57,S&T,Bridge,Overhaul,HWH-KOL,1
3,3,5,3,False,1.73,30,S&T,Track,Inspection,BPL-NGP,0
5,2,5,5,False,3.69,10,S&T,OHE,Overhaul,DEL-AGR,1
5,5,3,3,False,1.7,35,S&T,Signal,Inspection,MUM-PUN,1
1,2,5,1,False,0.52,27,Traction Distribution,Bridge,Replacement,HWH-KOL,0
4,5,2,5,False,1.8,-6,S&T,Signal,Inspection,DEL-AGR,0
1,3,4,3,False,1.56,38,Traction Distribution,Point Machine,Inspection,BPL-NGP,0
4,1,2,4,False,2.54,-6,Traction Distribution,Track,Overhaul,BPL-NGP,0
2,5,2,4,False,5.39,0,Engineering,Track,Overhaul,MUM-PUN,1
3,1,2,2,True,2.63,39,S&T,OHE,Testing,DEL-AGR,0
4,2,3,4,False,5.15,19,S&T,Point Machine,Overhaul,HWH-KOL,1
3,5,2,3,False,3.56,2,Traction Distribution,Signal,Replacement,MAS-BLR,0
5,5,2,2,False,0.54,-9,S&T,Point Machine,Inspection,MUM-PUN,1
3,5,2,2,False,1.54,30,S&T,OHE,Overhaul,MAS-BLR,1
5,3,1,4,False,5.62,38,Traction Distribution,Bridge,Repair,MAS-BLR,0
4,4,5,2,False,3.82,1,Engineering,Signal,Inspection,MUM-PUN,1
2,2,2,1,False,5.61,17,S&T,Signal,Overhaul,HWH-KOL,0
4,4,1,5,True,2.21,11,Traction Distribution,Bridge,Replacement,DEL-AGR,0
3,3,3,2,False,4.44,52,Traction Distribution,Signal,Inspection,HWH-KOL,0
3,1,5,4,False,4.75,45,Engineering,Signal,Replacement,MAS-BLR,0
1,3,2,4,False,5.87,6,Traction Distribution,Bridge,Overhaul,MAS-BLR,1
1,3,5,5,False,0.6,24,Engineering,Bridge,Replacement,DEL-AGR,0
3,2,4,4,True,5.74,55,Engineering,Track,Overhaul,BPL-NGP,1
1,2,4,4,False,2.65,11,Traction Distribution,Bridge,Replacement,DEL-AGR,0
5,3,2,5,False,5.11,-4,S&T,Point Machine,Repair,MUM-PUN,1
5,1,1,5,False,3.5,8,S&T,Signal,Repair,MAS-BLR,1
4,1,2,1,False,3.61,31,S&T,OHE,Repair,BPL-NGP,0
4,4,5,4,False,2.48,60,Traction Distribution,Signal,Testing,MUM-PUN,1
3,2,4,1,True,5.06,9,Engineering,Track,Repair,MAS-BLR,1
1,4,4,5,True,1.95,-10,Engineering,Track,Overhaul,BPL-NGP,1
2,3,5,1,True,3.21,-1,S&T,Track,Repair,DEL-AGR,1
3,3,2,2,False,3.58,16,Traction Distribution,OHE,Replacement,DEL-AGR,1
5,3,2,1,False,4.58,-7,S&T,Bridge,Overhaul,BPL-NGP,0
2,3,5,4,False,3.09,-12,Traction Distribution,OHE,Replacement,MAS-BLR,0
3,5,3,1,False,4.24,35,Traction Distribution,Track,Overhaul,DEL-AGR,1
2,5,2,1,False,3.17,47,Traction Distribution,OHE,Testing,HWH-KOL,0
1,2,2,3,True,4.13,3,S&T,Point Machine,Testing,MAS-BLR,1
1,4,5,5,False,4.21,25,S&T,Bridge,Testing,MAS-BLR,1
2,5,1,3,False,4.4,28,Engineering,Point Machine,Inspection,BPL-NGP,1
1,1,1,3,False,5.03,36,Engineering,Signal,Overhaul,MAS-BLR,0
1,4,4,4,False,3.47,59,S&T,Point Machine,Overhaul,MAS-BLR,1
2,3,1,3,False,1.56,52,Traction Distribution,Track,Replacement,MAS-BLR,0
2,5,1,2,False,4.24,9,Traction Distribution,OHE,Repair,BPL-NGP,0
3,3,5,3,True,0.92,59,S&T,OHE,Inspection,MAS-BLR,1
1,5,3,1,True,1.7,-12,S&T,Track,Testing,DEL-AGR,0
2,1,4,2,True,4.86,58,Traction Distribution,Track,Testing,DEL-AGR,0
3,1,3,4,False,2.89,-4,Engineering,Bridge,Inspection,HWH-KOL,0
5,5,1,2,False,3.24,-6,Engineering,Signal,Replacement,BPL-NGP,1
4,3,1,1,False,5.93,-6,Traction Distribution,Track,Replacement,MAS-BLR,0
5,3,4,1,False,1.79,-5,S&T,OHE,Inspection,BPL-NGP,1
2,1,1,5,False,0.61,20,Engineering,Signal,Replacement,MUM-PUN,0
3,2,3,2,False,1.11,34,Engineering,Bridge,Testing,MAS-BLR,0
3,5,2,1,False,1.84,41,Engineering,Bridge,Repair,DEL-AGR,0
5,2,2,4,False,4.49,-13,Engineering,Bridge,Overhaul,DEL-AGR,0
5,3,5,3,True,4.77,8,S&T,Signal,Testing,BPL-NGP,1
5,2,4,3,True,3.61,-5,Traction Distribution,Bridge,Replacement,MAS-BLR,1
4,2,4,5,False,1.9,-4,Traction Distribution,Signal,Inspection,HWH-KOL,0
3,1,2,2,False,3.37,41,Traction Distribution,Signal,Repair,DEL-AGR,0
3,5,2,3,False,0.58,34,Traction Distribution,Bridge,Inspection,DEL-AGR,0
5,5,4,4,False,4.25,1,Engineering,Point Machine,Repair,MAS-BLR,1
2,1,1,4,False,3.88,8,Engineering,Track,Overhaul,MUM-PUN,0
2,2,2,2,False,0.62,55,Engineering,Bridge,Repair,BPL-NGP,0
5,3,4,4,True,4.99,29,Traction Distribution,Track,Replacement,MUM-PUN,1
2,2,4,4,True,4.7,3,S&T,Point Machine,Testing,MUM-PUN,1
2,4,1,1,False,2.2,56,Traction Distribution,OHE,Repair,BPL-NGP,0
3,2,4,1,False,3.99,0,S&T,Track,Testing,BPL-NGP,0
2,1,3,4,True,3.81,7,Traction Distribution,Point Machine,Repair,HWH-KOL,0
5,2,2,1,True,1.29,37,S&T,Point Machine,Overhaul,HWH-KOL,1
5,3,4,5,False,1.56,24,Traction Distribution,Bridge,Inspection,HWH-KOL,1
2,1,5,1,False,4.26,-9,Engineering,Point Machine,Repair,HWH-KOL,0
3,5,3,5,True,5.63,46,Traction Distribution,Point Machine,Testing,MAS-BLR,1
5,1,2,4,True,3.67,3,S&T,Bridge,Replacement,BPL-NGP,1
4,1,2,3,False,3.62,37,Engineering,Bridge,Replacement,MUM-PUN,0
2,3,3,2,False,4.06,11,Engineering,OHE,Replacement,MUM-PUN,0
3,3,1,2,False,2.92,42,Engineering,Track,Repair,BPL-NGP,0
4,2,3,4,False,0.8,53,Engineering,Signal,Testing,BPL-NGP,1
4,2,1,4,False,2.68,43,Traction Distribution,Point Machine,Repair,MUM-PUN,0
1,1,1,2,False,5.45,55,Engineering,Track,Inspection,MAS-BLR,0
2,4,3,3,False,4.93,26,S&T,Track,Testing,HWH-KOL,0
5,2,4,5,False,5.6,-10,S&T,Signal,Inspection,MUM-PUN,1
2,1,5,2,False,1.34,26,S&T,Bridge,Testing,HWH-KOL,0
2,2,1,4,False,3.28,20,S&T,Signal,Repair,DEL-AGR,0
2,5,2,1,False,3.72,39,Traction Distribution,Bridge,Inspection,BPL-NGP,1
1,2,3,5,False,1.65,4,Traction Distribution,Bridge,Repair,MAS-BLR,1
1,5,3,1,True,1.61,38,Traction Distribution,Signal,Overhaul,MAS-BLR,0
2,2,5,2,False,4.8,19,S&T,Signal,Replacement,HWH-KOL,1
5,1,4,3,False,4.2,36,Traction Distribution,Bridge,Inspection,MUM-PUN,1
1,2,3,2,False,4.06,17,Engineering,Point Machine,Repair,HWH-KOL,0
2,2,1,1,True,1.97,14,Traction Distribution,Point Machine,Repair,DEL-AGR,0
1,1,1,4,False,3.29,2,Engineering,Bridge,Overhaul,BPL-NGP,0
3,3,1,1,False,0.63,48,Engineering,Track,Testing,HWH-KOL,0
2,2,4,5,True,1.21,-9,Traction Distribution,Signal,Repair,DEL-AGR,1
4,4,2,1,False,3.35,3,Traction Distribution,Point Machine,Testing,HWH-KOL,0
3,3,2,2,False,2.2,18,Engineering,Track,Replacement,BPL-NGP,0
4,3,4,5,False,5.81,-3,Traction Distribution,Bridge,Inspection,MUM-PUN,1
4,3,5,1,True,3.09,54,Engineering,OHE,Repair,HWH-KOL,0
3,1,3,1,False,0.96,11,Engineering,Signal,Testing,MAS-BLR,0
5,4,5,4,False,0.6,4,Traction Distribution,Signal,Testing,BPL-NGP,0
3,1,4,1,True,4.49,5,Engineering,Track,Overhaul,BPL-NGP,0
5,4,4,5,True,1.44,0,Engineering,OHE,Repair,HWH-KOL,1
5,5,5,3,True,1.53,35,Traction Distribution,Bridge,Overhaul,HWH-KOL,1
3,4,1,5,False,2.83,22,S&T,Track,Overhaul,HWH-KOL,0
4,3,4,2,False,1.95,3,S&T,OHE,Overhaul,HWH-KOL,1
2,2,5,1,False,3.89,51,Traction Distribution,Point Machine,Replacement,DEL-AGR,1
5,5,5,5,True,3.17,35,Engineering,OHE,Replacement,DEL-AGR,1
4,2,3,4,False,1.11,16,Traction Distribution,Point Machine,Testing,MAS-BLR,0
5,3,4,5,True,4.82,24,Engineering,Point Machine,Testing,HWH-KOL,1
2,4,5,2,False,2.84,35,S&T,Bridge,Replacement,HWH-KOL,1
4,5,5,3,False,3.86,-3,Engineering,Point Machine,Repair,HWH-KOL,0
3,5,5,3,False,0.52,46,Engineering,Point Machine,Replacement,HWH-KOL,1
1,1,5,3,False,3.95,5,Engineering,Signal,Replacement,MAS-BLR,1
1,5,2,2,False,2.06,-12,S&T,Track,Overhaul,HWH-KOL,0
